Difficulty,Title,Frequency,Acceptance Rate,Link,Topics
MEDIUM,Valid Parenthesis String,34.1,0.004022651854084263,https://leetcode.com/problems/valid-parenthesis-string,"String, Dynamic Programming, Stack, Greedy"
MEDIUM,Redundant Connection,34.1,0.0067784920943903485,https://leetcode.com/problems/redundant-connection,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory"
EASY,Flood Fill,34.1,0.006845599578030702,https://leetcode.com/problems/flood-fill,"Array, Depth-First Search, Breadth-First Search, Matrix"
HARD,Contain Virus,34.1,0.005505201653128118,https://leetcode.com/problems/contain-virus,"Array, Depth-First Search, Breadth-First Search, Matrix, Simulation"
EASY,Lemonade Change,34.1,0.005920058072099102,https://leetcode.com/problems/lemonade-change,"Array, Greedy"
MEDIUM,Boats to Save People,34.1,0.006195503863833964,https://leetcode.com/problems/boats-to-save-people,"Array, Two Pointers, Greedy, Sorting"
MEDIUM,Path In Zigzag Labelled Binary Tree,34.1,0.0075754063564765686,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree,"Math, Tree, Binary Tree"
MEDIUM,Longest Common Subsequence,34.1,0.005928437798217806,https://leetcode.com/problems/longest-common-subsequence,"String, Dynamic Programming"
EASY,Unique Number of Occurrences,34.1,0.00787674612023552,https://leetcode.com/problems/unique-number-of-occurrences,"Array, Hash Table"
HARD,Allocate Mailboxes,34.1,0.0056664323431803686,https://leetcode.com/problems/allocate-mailboxes,"Array, Math, Dynamic Programming, Sorting"
EASY,Truncate Sentence,34.1,0.008694595228219509,https://leetcode.com/problems/truncate-sentence,"Array, String"
MEDIUM,Maximum Number of Accepted Invitations,34.1,0.005266119577960141,https://leetcode.com/problems/maximum-number-of-accepted-invitations,"Array, Depth-First Search, Graph Theory, Matrix"
EASY,Check if All the Integers in a Range Are Covered,34.1,0.0051171624847179365,https://leetcode.com/problems/check-if-all-the-integers-in-a-range-are-covered,"Array, Hash Table, Prefix Sum"
EASY,Build Array from Permutation,34.1,0.009109554348185637,https://leetcode.com/problems/build-array-from-permutation,"Array, Simulation"
EASY,Shortest Distance to Target String in a Circular Array,34.1,0.006522680812645308,https://leetcode.com/problems/shortest-distance-to-target-string-in-a-circular-array,"Array, String"
EASY,Power of Three,34.1,0.0051234848139274395,https://leetcode.com/problems/power-of-three,"Math, Recursion"
MEDIUM,Interleaving String,34.1,0.004420877844982584,https://leetcode.com/problems/interleaving-string,"String, Dynamic Programming"
MEDIUM,Multiply Strings,32.2,0.004433634574671479,https://leetcode.com/problems/multiply-strings,"Math, String, Simulation"
MEDIUM,Minimum Path Sum,32.2,0.006841319385588074,https://leetcode.com/problems/minimum-path-sum,"Array, Dynamic Programming, Matrix"
EASY,Invert Binary Tree,32.2,0.00801733561078818,https://leetcode.com/problems/invert-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Different Ways to Add Parentheses,32.2,0.007337863562333291,https://leetcode.com/problems/different-ways-to-add-parentheses,"Math, String, Dynamic Programming, Recursion, Memoization"
MEDIUM,Remove Duplicate Letters,32.2,0.005343327252274569,https://leetcode.com/problems/remove-duplicate-letters,"String, Stack, Greedy, Monotonic Stack"
MEDIUM,Sum of Two Integers,32.2,0.005569101476545792,https://leetcode.com/problems/sum-of-two-integers,"Math, Bit Manipulation"
MEDIUM,132 Pattern,32.2,0.00348584775315548,https://leetcode.com/problems/132-pattern,"Array, Binary Search, Stack, Monotonic Stack, Ordered Set"
MEDIUM,Continuous Subarray Sum,32.2,0.0031435939829492798,https://leetcode.com/problems/continuous-subarray-sum,"Array, Hash Table, Math, Prefix Sum"
HARD,Design Search Autocomplete System,32.2,0.004999661946658122,https://leetcode.com/problems/design-search-autocomplete-system,"String, Depth-First Search, Design, Trie, Sorting, Heap (Priority Queue), Data Stream"
EASY,Set Mismatch,32.2,0.004345478630504192,https://leetcode.com/problems/set-mismatch,"Array, Hash Table, Bit Manipulation, Sorting"
EASY,Find Pivot Index,32.2,0.006300700853190353,https://leetcode.com/problems/find-pivot-index,"Array, Prefix Sum"
MEDIUM,Find Eventual Safe States,32.2,0.007099868247694334,https://leetcode.com/problems/find-eventual-safe-states,"Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort"
EASY,Sort Array By Parity,32.2,0.00765697740726161,https://leetcode.com/problems/sort-array-by-parity,"Array, Two Pointers, Sorting"
EASY,Greatest Common Divisor of Strings,32.2,0.005393479214020204,https://leetcode.com/problems/greatest-common-divisor-of-strings,"Math, String"
MEDIUM,Number of Substrings Containing All Three Characters,32.2,0.007380220849466313,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters,"Hash Table, String, Sliding Window"
EASY,Running Sum of 1d Array,32.2,0.008699600235356804,https://leetcode.com/problems/running-sum-of-1d-array,"Array, Prefix Sum"
EASY,Find if Path Exists in Graph,32.2,0.00553373603979797,https://leetcode.com/problems/find-if-path-exists-in-graph,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory"
EASY,How Many Numbers Are Smaller Than the Current Number,32.2,0.008743900712566657,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number,"Array, Hash Table, Sorting, Counting Sort"
HARD,Subarrays with K Different Integers,32.2,0.0068405210729972805,https://leetcode.com/problems/subarrays-with-k-different-integers,"Array, Hash Table, Sliding Window, Counting"
MEDIUM,Letter Tile Possibilities,32.2,0.008353250831772754,https://leetcode.com/problems/letter-tile-possibilities,"Hash Table, String, Backtracking, Counting"
MEDIUM,Partition Array According to Given Pivot,32.2,0.009076951870366345,https://leetcode.com/problems/partition-array-according-to-given-pivot,"Array, Two Pointers, Simulation"
HARD,Permutation Sequence,32.2,0.005343716776621166,https://leetcode.com/problems/permutation-sequence,"Math, Recursion"
EASY,Jewels and Stones,32.2,0.00895868906442749,https://leetcode.com/problems/jewels-and-stones,"Hash Table, String"
EASY,Duplicate Emails,32.2,0.007389465423050646,https://leetcode.com/problems/duplicate-emails,Database
MEDIUM,Insert Interval,30.0,0.0045415134224407,https://leetcode.com/problems/insert-interval,Array
MEDIUM,Nth Highest Salary,30.0,0.003940824920072367,https://leetcode.com/problems/nth-highest-salary,Database
EASY,Ugly Number,30.0,0.00437006204998043,https://leetcode.com/problems/ugly-number,Math
EASY,Word Pattern,30.0,0.004423888692922068,https://leetcode.com/problems/word-pattern,"Hash Table, String"
MEDIUM,Largest Divisible Subset,30.0,0.004979239145888886,https://leetcode.com/problems/largest-divisible-subset,"Array, Math, Dynamic Programming, Sorting"
EASY,Find All Numbers Disappeared in an Array,30.0,0.00643036491162577,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array,"Array, Hash Table"
EASY,Island Perimeter,30.0,0.007453691738507018,https://leetcode.com/problems/island-perimeter,"Array, Depth-First Search, Breadth-First Search, Matrix"
EASY,Can Place Flowers,30.0,0.002918191522976413,https://leetcode.com/problems/can-place-flowers,"Array, Greedy"
MEDIUM,Sum of Square Numbers,30.0,0.003690494640161439,https://leetcode.com/problems/sum-of-square-numbers,"Math, Two Pointers, Binary Search"
MEDIUM,Palindromic Substrings,30.0,0.007292131163398061,https://leetcode.com/problems/palindromic-substrings,"Two Pointers, String, Dynamic Programming"
MEDIUM,Subarray Product Less Than K,30.0,0.005449003953634263,https://leetcode.com/problems/subarray-product-less-than-k,"Array, Binary Search, Sliding Window, Prefix Sum"
MEDIUM,Reorganize String,30.0,0.005723977460682347,https://leetcode.com/problems/reorganize-string,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting"
EASY,Complement of Base 10 Integer,30.0,0.0063352490070573255,https://leetcode.com/problems/complement-of-base-10-integer,Bit Manipulation
EASY,Shuffle the Array,30.0,0.00887410692672265,https://leetcode.com/problems/shuffle-the-array,Array
EASY,Number of Good Pairs,30.0,0.008985094051037111,https://leetcode.com/problems/number-of-good-pairs,"Array, Hash Table, Math, Counting"
EASY,Customer Who Visited but Did Not Make Any Transactions,30.0,0.006781087866771416,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions,Database
EASY,Number of Students Unable to Eat Lunch,30.0,0.007974028659457,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch,"Array, Stack, Queue, Simulation"
MEDIUM,Product Sales Analysis III,30.0,0.0046152110021938945,https://leetcode.com/problems/product-sales-analysis-iii,Database
MEDIUM,Maximum Width Ramp,30.0,0.005589585507223289,https://leetcode.com/problems/maximum-width-ramp,"Array, Two Pointers, Stack, Monotonic Stack"
MEDIUM,Friend Requests II: Who Has the Most Friends,30.0,0.006289347351576702,https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends,Database
EASY,Find Numbers with Even Number of Digits,30.0,0.00798330217493104,https://leetcode.com/problems/find-numbers-with-even-number-of-digits,"Array, Math"
MEDIUM,Heaters,30.0,0.004211217028886229,https://leetcode.com/problems/heaters,"Array, Two Pointers, Binary Search, Sorting"
HARD,Serialize and Deserialize N-ary Tree,30.0,0.0068844320618401825,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree,"String, Tree, Depth-First Search, Breadth-First Search"
EASY,Longest Strictly Increasing or Strictly Decreasing Subarray,30.0,0.006492893233224725,https://leetcode.com/problems/longest-strictly-increasing-or-strictly-decreasing-subarray,Array
MEDIUM,Restaurant Growth,30.0,0.005899852216641236,https://leetcode.com/problems/restaurant-growth,Database
HARD,Text Justification,27.6,0.005138932790173787,https://leetcode.com/problems/text-justification,"Array, String, Simulation"
MEDIUM,Recover Binary Search Tree,27.6,0.006001638186154183,https://leetcode.com/problems/recover-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
EASY,Path Sum,27.6,0.005515057117365952,https://leetcode.com/problems/path-sum,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
HARD,Word Ladder II,27.6,0.0027786895095733804,https://leetcode.com/problems/word-ladder-ii,"Hash Table, String, Backtracking, Breadth-First Search"
MEDIUM,Clone Graph,27.6,0.006556116155990082,https://leetcode.com/problems/clone-graph,"Hash Table, Depth-First Search, Breadth-First Search, Graph Theory"
EASY,Excel Sheet Column Title,27.6,0.004677547384861136,https://leetcode.com/problems/excel-sheet-column-title,"Math, String"
MEDIUM,Single Number III,27.6,0.007021429608600655,https://leetcode.com/problems/single-number-iii,"Array, Bit Manipulation"
HARD,Count of Smaller Numbers After Self,27.6,0.004373557261718501,https://leetcode.com/problems/count-of-smaller-numbers-after-self,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
EASY,Guess Number Higher or Lower,27.6,0.005774700596727452,https://leetcode.com/problems/guess-number-higher-or-lower,"Binary Search, Interactive"
MEDIUM,Elimination Game,27.6,0.00465354878744172,https://leetcode.com/problems/elimination-game,"Math, Recursion"
EASY,Third Maximum Number,27.6,0.0039659643228366044,https://leetcode.com/problems/third-maximum-number,"Array, Sorting"
MEDIUM,Find All Duplicates in an Array,27.6,0.007700197718055654,https://leetcode.com/problems/find-all-duplicates-in-an-array,"Array, Hash Table, Sorting"
MEDIUM,01 Matrix,27.6,0.005420830164241462,https://leetcode.com/problems/01-matrix,"Array, Dynamic Programming, Breadth-First Search, Matrix"
MEDIUM,Find K Closest Elements,27.6,0.004979464839835289,https://leetcode.com/problems/find-k-closest-elements,"Array, Two Pointers, Binary Search, Sliding Window, Sorting, Heap (Priority Queue)"
MEDIUM,Max Area of Island,27.6,0.0074064165965771365,https://leetcode.com/problems/max-area-of-island,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix"
MEDIUM,Candy Crush,27.6,0.007761160695821926,https://leetcode.com/problems/candy-crush,"Array, Two Pointers, Matrix, Simulation"
HARD,Making A Large Island,27.6,0.005679376950632456,https://leetcode.com/problems/making-a-large-island,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix"
MEDIUM,Minimum Add to Make Parentheses Valid,27.6,0.007436282808978261,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid,"String, Stack, Greedy"
EASY,Remove All Adjacent Duplicates In String,27.6,0.00734571406394895,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string,"String, Stack"
MEDIUM,Reverse Substrings Between Each Pair of Parentheses,27.6,0.007201377217077725,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses,"String, Stack"
EASY,The Number of Employees Which Report to Each Employee,27.6,0.00534264017280936,https://leetcode.com/problems/the-number-of-employees-which-report-to-each-employee,Database
EASY,Check if the Sentence Is Pangram,27.6,0.008424414287083175,https://leetcode.com/problems/check-if-the-sentence-is-pangram,"Hash Table, String"
EASY,Largest Odd Number in String,27.6,0.0067666653459293935,https://leetcode.com/problems/largest-odd-number-in-string,"Math, String, Greedy"
EASY,Counter,27.6,0.008243624455040408,https://leetcode.com/problems/counter,
HARD,Insert Delete GetRandom O(1) - Duplicates allowed,27.6,0.00366941960038059,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed,"Array, Hash Table, Math, Design, Randomized"
EASY,Delete Duplicate Emails,27.6,0.006620135913937813,https://leetcode.com/problems/delete-duplicate-emails,Database
EASY,Primary Department for Each Employee,27.6,0.007464789578436044,https://leetcode.com/problems/primary-department-for-each-employee,Database
MEDIUM,Tuple with Same Product,27.6,0.007007802017243614,https://leetcode.com/problems/tuple-with-same-product,"Array, Hash Table, Counting"
MEDIUM,Max Sum of a Pair With Equal Sum of Digits,27.6,0.006593417806301722,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits,"Array, Hash Table, Sorting, Heap (Priority Queue)"
EASY,Finding 3-Digit Even Numbers,27.6,0.007862200836292577,https://leetcode.com/problems/finding-3-digit-even-numbers,"Array, Hash Table, Recursion, Sorting, Enumeration"
MEDIUM,Rank Scores,27.6,0.006801716749565327,https://leetcode.com/problems/rank-scores,Database
EASY,Perfect Number,27.6,0.004916887488052152,https://leetcode.com/problems/perfect-number,Math
HARD,N-Queens II,24.9,0.007887033525181138,https://leetcode.com/problems/n-queens-ii,Backtracking
MEDIUM,Decode Ways,24.9,0.0038134706050105037,https://leetcode.com/problems/decode-ways,"String, Dynamic Programming"
HARD,Distinct Subsequences,24.9,0.00520751512346555,https://leetcode.com/problems/distinct-subsequences,"String, Dynamic Programming"
HARD,Best Time to Buy and Sell Stock III,24.9,0.005401009347348521,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,"Array, Dynamic Programming"
EASY,Binary Tree Preorder Traversal,24.9,0.007600893981586087,https://leetcode.com/problems/binary-tree-preorder-traversal,"Stack, Tree, Depth-First Search, Binary Tree"
MEDIUM,Binary Search Tree Iterator,24.9,0.007661494749540076,https://leetcode.com/problems/binary-search-tree-iterator,"Stack, Tree, Design, Binary Search Tree, Binary Tree, Iterator"
MEDIUM,Ugly Number II,24.9,0.0049655091322411225,https://leetcode.com/problems/ugly-number-ii,"Hash Table, Math, Dynamic Programming, Heap (Priority Queue)"
HARD,Reconstruct Itinerary,24.9,0.004467720067289832,https://leetcode.com/problems/reconstruct-itinerary,"Array, String, Depth-First Search, Graph Theory, Sorting, Heap (Priority Queue), Eulerian Circuit"
EASY,Valid Perfect Square,24.9,0.004502221318495789,https://leetcode.com/problems/valid-perfect-square,"Math, Binary Search"
EASY,Longest Palindrome,24.9,0.005603965981149182,https://leetcode.com/problems/longest-palindrome,"Hash Table, String, Greedy"
EASY,Repeated Substring Pattern,24.9,0.004841042636259914,https://leetcode.com/problems/repeated-substring-pattern,"String, String Matching"
MEDIUM,Coin Change II,24.9,0.0059772436831861606,https://leetcode.com/problems/coin-change-ii,"Array, Dynamic Programming"
EASY,Array Partition,24.9,0.008186018826693163,https://leetcode.com/problems/array-partition,"Array, Greedy, Sorting, Counting Sort"
EASY,Not Boring Movies,24.9,0.007509168622920488,https://leetcode.com/problems/not-boring-movies,Database
MEDIUM,Task Scheduler,24.9,0.006328980419530538,https://leetcode.com/problems/task-scheduler,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting"
EASY,Maximum Product of Three Numbers,24.9,0.0046034943305713035,https://leetcode.com/problems/maximum-product-of-three-numbers,"Array, Math, Sorting"
EASY,Valid Palindrome II,24.9,0.004438458974359949,https://leetcode.com/problems/valid-palindrome-ii,"Two Pointers, String, Greedy"
MEDIUM,Cheapest Flights Within K Stops,24.9,0.004204844398973184,https://leetcode.com/problems/cheapest-flights-within-k-stops,"Dynamic Programming, Depth-First Search, Breadth-First Search, Graph Theory, Heap (Priority Queue), Shortest Path"
MEDIUM,Time Based Key-Value Store,24.9,0.004999064647715923,https://leetcode.com/problems/time-based-key-value-store,"Hash Table, String, Binary Search, Design"
EASY,Defanging an IP Address,24.9,0.009007278546355565,https://leetcode.com/problems/defanging-an-ip-address,String
HARD,Critical Connections in a Network,24.9,0.005990790839384921,https://leetcode.com/problems/critical-connections-in-a-network,"Depth-First Search, Graph Theory, Biconnected Component"
MEDIUM,Last Person to Fit in the Bus,24.9,0.006937308781924999,https://leetcode.com/problems/last-person-to-fit-in-the-bus,Database
EASY,Check If N and Its Double Exist,24.9,0.004187848301514305,https://leetcode.com/problems/check-if-n-and-its-double-exist,"Array, Hash Table, Two Pointers, Binary Search, Sorting"
EASY,Kids With the Greatest Number of Candies,24.9,0.008802180983902943,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies,Array
MEDIUM,Number of Subsequences That Satisfy the Given Sum Condition,24.9,0.004912677590983382,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition,"Array, Two Pointers, Binary Search, Sorting"
MEDIUM,House Robber IV,24.9,0.0064666848840916336,https://leetcode.com/problems/house-robber-iv,"Array, Binary Search, Dynamic Programming, Greedy"
EASY,Create a DataFrame from List,24.9,0.008093096841435178,https://leetcode.com/problems/create-a-dataframe-from-list,
EASY,Score of a String,24.9,0.009135527698242744,https://leetcode.com/problems/score-of-a-string,String
EASY,Employees Whose Manager Left the Company,24.9,0.004872265300470784,https://leetcode.com/problems/employees-whose-manager-left-the-company,Database
HARD,Find K-th Smallest Pair Distance,24.9,0.00466092213943967,https://leetcode.com/problems/find-k-th-smallest-pair-distance,"Array, Two Pointers, Binary Search, Sorting"
MEDIUM,Remove All Occurrences of a Substring,24.9,0.007855186553747522,https://leetcode.com/problems/remove-all-occurrences-of-a-substring,"String, Stack, Simulation"
MEDIUM,Movie Rating,24.9,0.004365538122763557,https://leetcode.com/problems/movie-rating,Database
EASY,Array Prototype Last,24.9,0.007467536947438201,https://leetcode.com/problems/array-prototype-last,
MEDIUM,Most Stones Removed with Same Row or Column,24.9,0.006314460171235271,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column,"Hash Table, Depth-First Search, Union-Find, Graph Theory"
EASY,Add to Array-Form of Integer,24.9,0.004557095714779873,https://leetcode.com/problems/add-to-array-form-of-integer,"Array, Math"
EASY,Find Closest Number to Zero,24.9,0.004802854356883255,https://leetcode.com/problems/find-closest-number-to-zero,Array
EASY,Rank Transform of an Array,24.9,0.007091732974871541,https://leetcode.com/problems/rank-transform-of-an-array,"Array, Hash Table, Sorting"
HARD,Couples Holding Hands,24.9,0.005947674499881174,https://leetcode.com/problems/couples-holding-hands,"Greedy, Depth-First Search, Breadth-First Search, Union-Find, Graph Theory"
EASY,Reverse Bits,24.9,0.006866183419855907,https://leetcode.com/problems/reverse-bits,"Divide and Conquer, Bit Manipulation"
MEDIUM,Minimum Limit of Balls in a Bag,24.9,0.006618715968089149,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag,"Array, Binary Search"
EASY,Defuse the Bomb,24.9,0.007935919287915571,https://leetcode.com/problems/defuse-the-bomb,"Array, Sliding Window"
EASY,Two Sum IV - Input is a BST,24.9,0.006340855273110893,https://leetcode.com/problems/two-sum-iv-input-is-a-bst,"Hash Table, Two Pointers, Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree"
EASY,Check if All Characters Have Equal Number of Occurrences,24.9,0.007958306497193706,https://leetcode.com/problems/check-if-all-characters-have-equal-number-of-occurrences,"Hash Table, String, Counting"
MEDIUM,Best Sightseeing Pair,24.9,0.006270364147240304,https://leetcode.com/problems/best-sightseeing-pair,"Array, Dynamic Programming"
HARD,Count the Number of Arrays with K Matching Adjacent Elements,24.9,0.005823751852419643,https://leetcode.com/problems/count-the-number-of-arrays-with-k-matching-adjacent-elements,"Math, Combinatorics"
MEDIUM,Unique Length-3 Palindromic Subsequences,24.9,0.007377000409316442,https://leetcode.com/problems/unique-length-3-palindromic-subsequences,"Hash Table, String, Bit Manipulation, Prefix Sum"
EASY,Clear Digits,24.9,0.008278531099592742,https://leetcode.com/problems/clear-digits,"String, Stack, Simulation"
MEDIUM,Find the Punishment Number of an Integer,24.9,0.00816904347826087,https://leetcode.com/problems/find-the-punishment-number-of-an-integer,"Math, Backtracking"
EASY,User Activity for the Past 30 Days I,24.9,0.005099180288154481,https://leetcode.com/problems/user-activity-for-the-past-30-days-i,Database
MEDIUM,Rabbits in Forest,24.9,0.005805145459468175,https://leetcode.com/problems/rabbits-in-forest,"Array, Hash Table, Math, Greedy"
MEDIUM,Angle Between Hands of a Clock,24.9,0.006962012496299412,https://leetcode.com/problems/angle-between-hands-of-a-clock,Math
HARD,Kth Smallest Product of Two Sorted Arrays,24.9,0.004875084907724012,https://leetcode.com/problems/kth-smallest-product-of-two-sorted-arrays,"Array, Binary Search"
MEDIUM,Maximum Number of Events That Can Be Attended,24.9,0.003900875718857934,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,"Array, Greedy, Sorting, Heap (Priority Queue)"
EASY,Valid Word,24.9,0.005087996979641622,https://leetcode.com/problems/valid-word,String
EASY,Find Winner on a Tic Tac Toe Game,24.9,0.005465938303341902,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game,"Array, Hash Table, Matrix, Simulation"
HARD,Trips and Users,24.9,0.003852719364799077,https://leetcode.com/problems/trips-and-users,Database
MEDIUM,Next Greater Numerically Balanced Number,24.9,0.006309274837860701,https://leetcode.com/problems/next-greater-numerically-balanced-number,"Hash Table, Math, Backtracking, Counting, Enumeration"
HARD,Bus Routes,24.9,0.004736623959623591,https://leetcode.com/problems/bus-routes,"Array, Hash Table, Breadth-First Search"
EASY,Can Make Arithmetic Progression From Sequence,24.9,0.006879472787994213,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence,"Array, Sorting"
EASY,Count Binary Substrings,24.9,0.00704707754694337,https://leetcode.com/problems/count-binary-substrings,"Two Pointers, String"
EASY,Sum of Root To Leaf Binary Numbers,24.9,0.007661654784232252,https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers,"Tree, Depth-First Search, Binary Tree"
EASY,Convert Sorted Array to Binary Search Tree,21.7,0.007570835958157095,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree,"Array, Divide and Conquer, Tree, Binary Search Tree, Binary Tree"
MEDIUM,Sum Root to Leaf Numbers,21.7,0.007006480795896663,https://leetcode.com/problems/sum-root-to-leaf-numbers,"Tree, Depth-First Search, Binary Tree"
EASY,Binary Tree Postorder Traversal,21.7,0.00783975568061176,https://leetcode.com/problems/binary-tree-postorder-traversal,"Stack, Tree, Depth-First Search, Binary Tree"
HARD,Department Top Three Salaries,21.7,0.006080117460794806,https://leetcode.com/problems/department-top-three-salaries,Database
MEDIUM,Design Add and Search Words Data Structure,21.7,0.004864357812236343,https://leetcode.com/problems/design-add-and-search-words-data-structure,"String, Depth-First Search, Design, Trie"
EASY,Count Complete Tree Nodes,21.7,0.007290173217431694,https://leetcode.com/problems/count-complete-tree-nodes,"Binary Search, Bit Manipulation, Tree, Binary Tree"
HARD,Integer to English Words,21.7,0.0035068099246523443,https://leetcode.com/problems/integer-to-english-words,"Math, String, Recursion"
MEDIUM,Range Sum Query 2D - Mutable,21.7,0.004551436766058769,https://leetcode.com/problems/range-sum-query-2d-mutable,"Array, Design, Binary Indexed Tree, Segment Tree, Matrix"
EASY,Counting Bits,21.7,0.008068464486858573,https://leetcode.com/problems/counting-bits,"Dynamic Programming, Bit Manipulation"
EASY,Intersection of Two Arrays II,21.7,0.006001725633749019,https://leetcode.com/problems/intersection-of-two-arrays-ii,"Array, Hash Table, Two Pointers, Binary Search, Sorting"
EASY,Convert a Number to Hexadecimal,21.7,0.005434958590198643,https://leetcode.com/problems/convert-a-number-to-hexadecimal,"Math, String, Bit Manipulation"
HARD,IPO,21.7,0.005358250310664583,https://leetcode.com/problems/ipo,"Array, Greedy, Sorting, Heap (Priority Queue)"
EASY,Relative Ranks,21.7,0.007480952347389714,https://leetcode.com/problems/relative-ranks,"Array, Sorting, Heap (Priority Queue)"
MEDIUM,Find Largest Value in Each Tree Row,21.7,0.006633722517020234,https://leetcode.com/problems/find-largest-value-in-each-tree-row,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
MEDIUM,Minimum Time Difference,21.7,0.0062626286007314525,https://leetcode.com/problems/minimum-time-difference,"Array, Math, String, Sorting"
EASY,Triangle Judgement,21.7,0.0074856240249143715,https://leetcode.com/problems/triangle-judgement,Database
EASY,Min Cost Climbing Stairs,21.7,0.00683954123980428,https://leetcode.com/problems/min-cost-climbing-stairs,"Array, Dynamic Programming"
MEDIUM,Car Fleet,21.7,0.005526878939853982,https://leetcode.com/problems/car-fleet,"Array, Stack, Sorting, Monotonic Stack"
EASY,Transpose Matrix,21.7,0.007660023819563111,https://leetcode.com/problems/transpose-matrix,"Array, Matrix, Simulation"
MEDIUM,Snakes and Ladders,21.7,0.0048156748986782775,https://leetcode.com/problems/snakes-and-ladders,"Array, Breadth-First Search, Matrix"
MEDIUM,Number of Enclaves,21.7,0.007193125928084136,https://leetcode.com/problems/number-of-enclaves,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix"
MEDIUM,Count Number of Nice Subarrays,21.7,0.007532537762805007,https://leetcode.com/problems/count-number-of-nice-subarrays,"Array, Hash Table, Math, Sliding Window, Prefix Sum"
MEDIUM,Find the Smallest Divisor Given a Threshold,21.7,0.006619242325982077,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold,"Array, Binary Search"
EASY,Count Negative Numbers in a Sorted Matrix,21.7,0.00796480714432596,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix,"Array, Binary Search, Matrix"
HARD,Minimum Cost to Cut a Stick,21.7,0.006319972766927651,https://leetcode.com/problems/minimum-cost-to-cut-a-stick,"Array, Dynamic Programming, Sorting"
MEDIUM,Max Number of K-Sum Pairs,21.7,0.0057139684325861,https://leetcode.com/problems/max-number-of-k-sum-pairs,"Array, Hash Table, Two Pointers, Sorting"
EASY,Find the Highest Altitude,21.7,0.008465472851712775,https://leetcode.com/problems/find-the-highest-altitude,"Array, Prefix Sum"
MEDIUM,Find a Peak Element II,21.7,0.005509742243544774,https://leetcode.com/problems/find-a-peak-element-ii,"Array, Binary Search, Matrix"
EASY,Find the Maximum Achievable Number,21.7,0.009140562890925687,https://leetcode.com/problems/find-the-maximum-achievable-number,Math
EASY,Find N Unique Integers Sum up to Zero,21.7,0.007841407547441644,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero,"Array, Math"
MEDIUM,Sum of Subarray Ranges,21.7,0.006139231704301962,https://leetcode.com/problems/sum-of-subarray-ranges,"Array, Stack, Monotonic Stack"
MEDIUM,Game Play Analysis IV,21.7,0.004151658082960914,https://leetcode.com/problems/game-play-analysis-iv,Database
MEDIUM,Customers Who Bought All Products,21.7,0.006410921350909652,https://leetcode.com/problems/customers-who-bought-all-products,Database
HARD,Smallest Range Covering Elements from K Lists,21.7,0.007017201214869414,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,"Array, Hash Table, Greedy, Sliding Window, Sorting, Heap (Priority Queue)"
EASY,Invalid Tweets,21.7,0.00851476499442484,https://leetcode.com/problems/invalid-tweets,Database
